No,Species,Light,Microbe,Adult,Bench,Harvest,Time,Event,AMFCount,AMFIntersections,AMF,Phenolics,NSC,Lignin,AMF_Imp,PHN_Imp,NSC_Imp,LIG_Imp
104,Acru,Low,Small,1,1,3,21,0,0,100,0,-0.02,NA,5.02,1.5,0.05,8.12,6.51
105,Acsa,Low,Small,7,1,NA,44,1,NA,NA,NA,NA,NA,NA,0.51,0.15,9.92,11.95
107,Acne,Low,Small,11,1,9,63,0,0,100,0,0.28,NA,7.26,1.14,0,7.31,6.45
108,Acsa,Low,Small,5,1,6,42,0,NA,NA,NA,NA,3.9,NA,0.57,0.14,10.04,12.13
110,Acru,Low,Small,2,1,3,21,0,2,100,0,-0.01,NA,8.75,0,-0.33,6.3,7.26
112,Acsa,Low,Small,7,1,9,63,0,NA,NA,NA,NA,12.97,NA,0,-0.05,6.83,5.96
116,Acsa,Low,Small,5,1,9,63,0,NA,NA,NA,NA,2.23,NA,0.93,0.11,9.7,4.86
120,Acne,Low,Small,9,1,NA,19,1,NA,NA,NA,NA,NA,NA,0,-0.09,6.9,3.95
134,Acne,Low,Small,9,1,3,21,0,0,100,0,0,NA,1.95,1.61,-0.08,6.93,6.06
141,Acru,Low,Small,3,1,3,21,0,1,100,0,-0.08,NA,7.93,0,-0.14,5.35,8.64
144,Acne,Low,Small,9,1,6,42,0,1,100,0,0.41,NA,5.15,3.11,0.24,11.84,13.38
148,Acru,Low,Small,1,1,NA,27,1,NA,NA,NA,NA,NA,NA,0.85,0.1,9.46,4.79
152,Acne,Low,Small,11,1,NA,37,1,NA,NA,NA,NA,NA,NA,0,0.11,9.73,12.61
164,Acru,Low,Small,2,1,6,42,0,NA,NA,NA,NA,2.98,NA,0,0.29,9.88,10.09
167,Acru,Low,Small,2,1,6,42,0,0,100,0,-0.06,NA,11.82,0,-0.06,6.96,4.61
173,Acsa,Low,Small,7,1,3,21,0,0,100,0,0.19,NA,13.86,2.61,0.2,11.41,6.87
176,Acne,Low,Small,11,1,3,21,0,NA,NA,NA,NA,8.7,NA,0.96,-0.1,6.77,6.32
182,Acne,Low,Small,10,1,NA,28,1,NA,NA,NA,NA,NA,NA,1.61,-0.08,6.93,6.06
187,Acru,Low,Small,3,1,6,42,0,NA,NA,NA,NA,4.06,NA,1.61,-0.08,6.93,6.06
194,Acne,Low,Small,10,1,3,21,0,0,100,0,-0.02,NA,5.35,0,-0.32,6.49,3.65
197,Acsa,Low,Small,5,1,NA,63,1,NA,NA,NA,NA,NA,NA,0,-0.3,6.79,4.91
203,Acru,Low,Small,1,1,3,21,0,NA,NA,NA,NA,3.48,NA,0,-0.41,6.44,5.9
210,Acsa,Low,Small,5,1,3,21,0,NA,NA,NA,NA,9.06,NA,1.89,0.2,11.54,13.64
211,Acsa,Low,Small,5,1,NA,63,1,NA,NA,NA,NA,NA,NA,0,-0.34,5.79,8.23
214,Acsa,Low,Small,5,1,6,42,0,0,100,0,0.35,NA,12.01,1.5,0.05,8.12,6.51
218,Acsa,Low,Small,6,1,3,21,0,NA,NA,NA,NA,6.29,NA,0,-0.12,6.35,7.36
223,Acne,Low,Small,9,1,9,63,0,1,94,0,0.2,NA,7.23,1.5,0.05,8.12,6.51
225,Acru,Low,Small,3,1,9,63,1,NA,NA,NA,NA,3.07,NA,0.2,-0.25,6.4,5.77
227,Acsa,Low,Small,7,1,6,42,0,NA,NA,NA,NA,8.42,NA,0,-0.39,6.39,6.54
228,Acne,Low,Small,11,1,6,42,0,NA,NA,NA,NA,5.02,NA,0,-0.15,6.62,6.72
234,Acsa,Low,Small,5,1,9,63,0,0,100,0,0.42,NA,11.32,1.15,-0.12,5.84,8.73
241,Acsa,Low,Small,6,1,3,21,0,0,100,0,0.46,NA,11.94,0,0.05,7.77,5.28
244,Acru,Low,Small,2,1,9,63,1,0,100,0,-0.02,NA,9.13,0.57,0.14,10.04,12.13
246,Acne,Low,Small,10,1,6,42,0,0,100,0,-0.19,NA,5.59,0,0.19,10.55,13.51
251,Acru,Low,Small,2,1,NA,33,1,NA,NA,NA,NA,NA,NA,0.57,0.14,10.04,12.13
260,Acru,Low,Small,1,1,NA,21,1,NA,NA,NA,NA,NA,NA,1.61,-0.08,6.93,6.06
261,Acne,Low,Small,10,1,9,63,0,0,100,0,0.09,NA,5.35,2,0.05,8.35,7.07
268,Acne,Low,Small,11,1,9,63,0,NA,NA,NA,NA,6.75,NA,1.5,0.05,8.12,6.51
275,Acsa,Low,Small,6,1,6,42,0,NA,NA,NA,NA,6.1,NA,0,0.05,7.81,7.32
279,Acne,Low,Small,10,1,NA,63,1,NA,NA,NA,NA,NA,NA,9.18,0.26,12.64,13.29
287,Acne,Low,Small,9,1,NA,34,1,NA,NA,NA,NA,NA,NA,1.09,-0.21,6.38,6.04
291,Acsa,Low,Small,7,1,6,42,0,0,100,0,0.38,NA,4.78,2.69,0.05,8.07,7.73
309,Acne,Low,Small,11,1,NA,40,1,NA,NA,NA,NA,NA,NA,1.15,-0.12,5.88,8.53
313,Acru,Low,Small,3,1,9,63,0,0,100,0,-0.03,NA,8.13,0,0.15,9.84,12.34
316,Acru,Low,Small,2,1,3,21,0,NA,NA,NA,NA,4.51,NA,1.62,0.09,8.51,11.09
333,Acne,Low,Small,11,1,3,21,0,0,100,0,0.21,NA,4.44,1.62,0.05,7.77,10.22
334,Acne,Low,Small,11,1,6,42,0,5,100,0,0.34,NA,1.35,3.12,-0.06,7.33,6.79
336,Acru,Low,Small,1,1,6,42,0,6,100,0,0.01,NA,7.84,0.57,0.14,10.04,12.13
338,Acne,Low,Small,9,1,3,21,0,NA,NA,NA,NA,9.03,NA,0.85,0.11,9.71,4.96
339,Acru,Low,Small,2,1,3,21,0,0,100,0,-0.05,NA,5.2,0,0.1,9.27,11.78
341,Acru,Low,Small,3,1,6,42,0,0,100,0,0.23,NA,10.19,0.94,-0.01,7.68,5.57
346,Acsa,Low,Small,5,1,9,63,0,NA,NA,NA,NA,6.24,NA,1.61,-0.08,6.93,6.06
348,Acne,Low,Small,10,1,3,21,0,NA,NA,NA,NA,5.7,NA,0,0.06,7.48,9.71
349,Acne,Low,Small,10,1,6,42,0,NA,NA,NA,NA,6.85,NA,0,-0.18,6.44,4.67
362,Acru,Low,Small,1,1,9,63,0,0,100,0,0.08,NA,10.18,1,0.21,10.54,11.81
379,Acne,Low,Small,10,1,9,63,0,NA,NA,NA,NA,5.46,NA,0,0.14,10.12,12.85
382,Acne,Low,Small,11,1,9,63,0,1,100,1,-0.02,NA,6.18,0,-0.39,6.35,6.79
384,Acru,Low,Small,2,1,6,42,0,NA,NA,NA,NA,0.44,NA,1.5,0.05,8.12,6.51
386,Acsa,Low,Small,7,1,9,63,0,1,100,1,0.3,NA,9.32,0.51,0.15,10.07,12.08
422,Acsa,Low,Small,6,2,NA,35,1,NA,NA,NA,NA,NA,NA,1.61,-0.08,6.93,6.06
423,Acru,Low,Small,1,2,9,63,0,NA,NA,NA,NA,3.16,NA,0.57,0.14,10.04,12.13
426,Acne,Low,Small,11,2,NA,46,1,NA,NA,NA,NA,NA,NA,2.97,0,7.68,6.8
431,Acsa,Low,Small,6,2,9,63,0,NA,NA,NA,NA,9.29,NA,0,0.06,9.22,15.54
434,Acru,Low,Small,1,2,NA,30,1,NA,NA,NA,NA,NA,NA,1.64,0.09,8.34,10.62
435,Acru,Low,Small,2,2,9,63,1,NA,NA,NA,NA,1.88,NA,1.61,-0.08,6.93,6.06
439,Acsa,Low,Small,7,2,3,21,0,NA,NA,NA,NA,11.87,NA,0.81,0.02,7.08,10.14
444,Acne,Low,Small,9,2,6,42,0,NA,NA,NA,NA,6.67,NA,0.57,0.14,10.04,12.13
447,Acru,Low,Small,3,2,NA,63,1,NA,NA,NA,NA,NA,NA,1.61,-0.08,6.93,6.06
455,Acne,Low,Small,9,2,9,63,0,NA,NA,NA,NA,5.82,NA,0,0.11,9.37,11.85
458,Acru,Low,Small,2,2,NA,24,1,NA,NA,NA,NA,NA,NA,1.5,0.05,8.12,6.51
464,Acru,Low,Small,3,2,3,21,0,NA,NA,NA,NA,3.62,NA,1.62,0.19,10.58,6.41
468,Acne,Low,Small,10,2,NA,19,1,NA,NA,NA,NA,NA,NA,0,0.13,9.76,12.55
472,Acru,Low,Small,1,2,3,21,0,2,100,0,-0.04,NA,8.65,22.17,0.22,13.12,7.77
474,Acru,Low,Small,3,2,3,21,0,2,100,2,-0.05,NA,7.79,0.03,-0.11,5.55,8.87
476,Acru,Low,Small,1,2,6,42,0,NA,NA,NA,NA,3.19,NA,0,-0.11,6.65,6.77
495,Acne,Low,Small,10,2,3,21,0,0,100,0,0.02,NA,3.85,0.57,0.14,10.04,12.13
499,Acru,Low,Small,1,2,6,42,0,0,100,0,0.24,NA,5.23,0,0.18,10.75,13.85
505,Acsa,Low,Small,5,2,NA,20,1,NA,NA,NA,NA,NA,NA,0,-0.08,6.64,5.32
510,Acru,Low,Small,3,2,6,42,0,NA,NA,NA,NA,1.29,NA,0.57,0.14,10.04,12.13
511,Acsa,Low,Small,5,2,3,21,0,0,100,0,0.15,NA,12.31,0,-0.22,6.66,6.73
521,Acne,Low,Small,10,2,6,42,0,4,100,0,0.51,NA,6.3,1.5,0.05,8.12,6.51
526,Acsa,Low,Small,7,2,NA,47,1,NA,NA,NA,NA,NA,NA,0.53,0.19,10.24,12.21
530,Acsa,Low,Small,5,2,6,42,0,NA,NA,NA,NA,6.77,NA,0.93,0.11,9.7,4.86
533,Acsa,Low,Small,5,2,6,42,0,3,100,0,0.43,NA,8.52,0,-0.02,5.34,8.46
537,Acne,Low,Small,9,2,NA,34,1,NA,NA,NA,NA,NA,NA,1.61,-0.08,6.93,6.06
547,Acne,Low,Small,11,2,3,21,0,NA,NA,NA,NA,6.56,NA,0.51,0.15,9.95,11.95
548,Acsa,Low,Small,6,2,NA,47,1,NA,NA,NA,NA,NA,NA,16.11,0.22,12.4,7.32
549,Acsa,Low,Small,7,2,3,21,0,0,100,0,0.37,NA,12.99,0.57,0.14,10.04,12.13
550,Acne,Low,Small,10,2,9,63,0,0,100,0,-0.02,NA,4.4,1.5,0.05,8.12,6.51
557,Acsa,Low,Small,7,2,6,42,0,NA,NA,NA,NA,12.35,NA,0,-0.25,6.42,5.36
561,Acne,Low,Small,11,2,6,42,0,NA,NA,NA,NA,6.68,NA,0,-0.18,6.68,6.96
562,Acne,Low,Small,11,2,9,63,0,NA,NA,NA,NA,4.19,NA,0.76,0.19,10.57,12.67
565,Acsa,Low,Small,6,2,9,63,0,0,100,0,0.32,NA,9.92,0,0.1,8.83,4.57
567,Acru,Low,Small,1,2,9,63,1,0,100,0,0.01,NA,6.18,0,-0.11,6.7,7.09
576,Acsa,Low,Small,6,2,3,21,0,NA,NA,NA,NA,10.98,NA,3.26,0.05,8.47,8.51
579,Acne,Low,Small,11,2,NA,43,1,NA,NA,NA,NA,NA,NA,0,0.15,10.68,14.13
582,Acne,Low,Small,9,2,3,21,0,0,100,0,0.1,NA,5.18,3.14,-0.02,7.57,6.77
587,Acru,Low,Small,1,2,NA,36,1,NA,NA,NA,NA,NA,NA,0,0.01,7.12,9.47
593,Acne,Low,Small,9,2,6,42,0,0,100,0,-0.06,NA,3.18,1.5,0.05,8.12,6.51
594,Acru,Low,Small,2,2,9,63,0,5,100,0,-0.06,NA,10.47,0,0.14,9.25,1.19
601,Acru,Low,Small,2,2,NA,45,1,NA,NA,NA,NA,NA,NA,2.01,-0.08,7.09,6.09
604,Acne,Low,Small,11,2,3,21,0,0,100,0,0.01,NA,6.61,0,-0.02,7.03,3.84
610,Acsa,Low,Small,7,2,9,63,0,NA,NA,NA,NA,13.06,NA,0,-0.17,5.48,8.31
616,Acsa,Low,Small,6,2,6,42,0,5,100,0,0.36,NA,11.71,1.5,0.05,8.12,6.51
619,Acsa,Low,Small,5,2,9,63,0,0,85,0,0.17,NA,13.61,0.14,-0.07,6.84,5.52
623,Acne,Low,Small,9,2,9,63,0,4,100,0,0.21,NA,8.62,0,-0.17,6.37,6.26
631,Acne,Low,Small,10,2,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.1,9.26,11.82
635,Acsa,Low,Small,6,2,9,63,0,NA,NA,NA,NA,8.16,NA,0,-0.23,6.58,5.07
637,Acru,Low,Small,2,2,3,21,0,NA,NA,NA,NA,4.27,NA,1.61,-0.08,6.93,6.06
646,Acsa,Low,Small,7,2,NA,23,1,NA,NA,NA,NA,NA,NA,0.57,0.14,10.04,12.13
649,Acru,Low,Small,1,2,3,21,0,NA,NA,NA,NA,2.92,NA,0.02,-0.16,6.63,6.39
664,Acne,Low,Small,10,2,3,21,0,NA,NA,NA,NA,6.67,NA,1.45,0.11,9.02,11.31
665,Acsa,Low,Small,5,2,NA,29,1,NA,NA,NA,NA,NA,NA,21.99,0.22,12.8,7.47
667,Acsa,Low,Small,5,2,3,21,0,NA,NA,NA,NA,9,NA,0,0.09,7.96,10.1
671,Acsa,Low,Small,7,2,NA,63,1,NA,NA,NA,NA,NA,NA,0.57,0.14,10.04,12.13
679,Acne,Low,Small,9,2,NA,31,1,NA,NA,NA,NA,NA,NA,1,-0.1,7.08,5.12
683,Acsa,Low,Small,6,2,NA,53,1,NA,NA,NA,NA,NA,NA,0,-0.18,6.39,5.93
686,Acne,Low,Small,9,2,3,21,0,NA,NA,NA,NA,5.95,NA,1.61,-0.08,6.93,6.06
695,Acru,Low,Small,3,2,9,63,1,NA,NA,NA,NA,2.3,NA,0,0.06,9.22,15.76
697,Acne,Low,Small,10,2,6,42,0,NA,NA,NA,NA,8.55,NA,0,-0.14,5.84,8.21
700,Acne,Low,Small,10,2,9,63,0,NA,NA,NA,NA,5.38,NA,16.14,0.22,12.43,7.32
701,Acne,Low,Small,10,2,NA,28,1,NA,NA,NA,NA,NA,NA,0,-0.23,6.51,3.03
708,Acne,Low,Small,11,2,6,42,0,0,100,0,0.47,NA,5.75,0.57,0.14,10.04,12.13
712,Acne,Low,Small,11,2,9,63,0,3,100,0,0.16,NA,5.01,24.55,0.27,16.3,7.99
718,Acne,Low,Small,9,2,6,42,0,NA,NA,NA,NA,8.4,NA,1.61,-0.08,6.93,6.06
720,Acsa,Low,Small,5,2,6,42,0,NA,NA,NA,NA,11.9,NA,3,0,7.67,6.8
725,Acru,Low,Small,3,2,NA,15,1,NA,NA,NA,NA,NA,NA,2.64,0.2,11.07,13.1
736,Acru,Low,Small,2,2,6,42,0,0,100,0,0.04,NA,8.44,1.48,0.13,9.84,5.21
739,Acne,Low,Small,9,2,9,63,0,NA,NA,NA,NA,3.71,NA,0.33,-0.18,6.21,6.45
743,Acsa,Low,Small,5,2,3,21,0,1,100,1,0.05,NA,10.04,1.5,0.05,8.12,6.51
749,Acsa,Low,Small,6,2,3,21,0,0,100,0,0.17,NA,9.19,1.78,0.08,8.68,8.97
754,Acru,Low,Small,2,2,9,63,0,NA,NA,NA,NA,0.67,NA,1.61,-0.08,6.93,6.06
764,Acru,Low,Small,2,2,NA,18,1,NA,NA,NA,NA,NA,NA,1.61,-0.08,6.93,6.06
770,Acru,Low,Small,1,2,6,42,0,NA,NA,NA,NA,2.97,NA,0,0.19,10.88,14.78
774,Acru,Low,Small,3,2,NA,42,1,NA,NA,NA,NA,NA,NA,4.44,0.23,12.01,13.32
781,Acru,Low,Small,1,2,3,21,0,0,100,0,0.14,NA,10.75,0,-0.19,6.4,5.83
783,Acru,Low,Small,3,2,3,21,0,NA,NA,NA,NA,NA,NA,0,-0.09,6.43,8.03
793,Acsa,Low,Small,6,2,6,42,0,NA,NA,NA,NA,9.91,NA,2.84,0,7.75,6.8
799,Acsa,Low,Small,7,2,3,21,0,NA,NA,NA,NA,8.93,NA,7.16,0.25,12.36,13.44
800,Acru,Low,Small,2,2,3,21,0,0,100,0,0,NA,11.15,1.5,0.05,8.12,6.51
813,Acsa,Low,Small,5,3,9,63,0,NA,NA,NA,NA,7.01,NA,3.05,0.03,7.93,7.37
815,Acru,Low,Small,3,3,6,42,0,0,100,0,-0.32,NA,9.7,0,-0.11,6.65,6.64
819,Acru,Low,Small,2,3,6,42,0,NA,NA,NA,NA,3.59,NA,0,0.06,8.73,12.93
822,Acne,Low,Small,10,3,3,21,0,0,100,0,0.45,NA,6.86,1.62,0.08,8.49,11.11
824,Acru,Low,Small,3,3,9,63,1,6,100,0,0.22,NA,10.16,1.5,0.05,8.12,6.51
826,Acsa,Low,Small,7,3,9,63,0,0,100,0,0.58,NA,10.4,0,-0.13,5.66,9.85
833,Acsa,Low,Small,5,3,NA,63,1,NA,NA,NA,NA,NA,NA,0,0.01,7.42,6.09
839,Acne,Low,Small,9,3,NA,40,1,NA,NA,NA,NA,NA,NA,0,0.12,9.26,11.41
843,Acne,Low,Small,10,3,6,42,0,0,100,0,0.19,NA,5.11,0,0.12,9.23,11.01
845,Acne,Low,Small,11,3,NA,37,1,NA,NA,NA,NA,NA,NA,0.1,-0.07,6.86,5.55
848,Acsa,Low,Small,5,3,NA,63,1,NA,NA,NA,NA,NA,NA,0.57,0.14,10.04,12.13
851,Acne,Low,Small,11,3,3,21,0,NA,NA,NA,NA,6.47,NA,1.5,0.05,8.12,6.51
862,Acru,Low,Small,2,3,6,42,0,1,100,1,0.23,NA,8.5,0,-0.16,6.44,4.29
867,Acne,Low,Small,11,3,6,42,0,NA,NA,NA,NA,5.45,NA,0.36,-0.18,4.11,8.62
868,Acru,Low,Small,3,3,NA,36,1,NA,NA,NA,NA,NA,NA,0.51,0.12,9.67,11.96
871,Acsa,Low,Small,7,3,6,42,0,0,100,0,0.3,NA,12.14,0,0.14,10.3,13.44
873,Acne,Low,Small,10,3,9,63,0,2,100,0,-0.06,NA,6.05,1.61,-0.08,6.93,6.06
886,Acsa,Low,Small,6,3,6,42,0,0,100,0,0.2,NA,4.09,0.82,0.1,9.12,4.55
899,Acne,Low,Small,9,3,3,21,0,2,100,0,0.06,NA,5.11,0.52,0.15,10.08,11.91
906,Acru,Low,Small,3,3,9,63,0,NA,NA,NA,NA,5.91,NA,0,-0.26,6.49,4.83
910,Acne,Low,Small,11,3,9,63,0,NA,NA,NA,NA,5.3,NA,1.08,-0.14,6.68,6.03
914,Acsa,Low,Small,6,3,3,21,0,NA,NA,NA,NA,6.08,NA,0.03,-0.14,5.13,8.96
920,Acru,Low,Small,1,3,NA,48,1,NA,NA,NA,NA,NA,NA,23.6,0.24,13.85,8.06
921,Acne,Low,Small,11,3,NA,34,1,NA,NA,NA,NA,NA,NA,9.68,0.27,12.8,13.24
932,Acru,Low,Small,2,3,9,63,0,0,100,0,0,NA,8.51,0,0.01,8.46,11.52
933,Acsa,Low,Small,5,3,3,21,0,NA,NA,NA,NA,8.39,NA,1.61,-0.08,6.93,6.06
936,Acsa,Low,Small,5,3,6,42,0,0,100,0,0.33,NA,6.28,0.57,0.14,10.04,12.13
940,Acne,Low,Small,9,3,6,42,0,0,100,0,0.05,NA,7.75,0,0.1,9.65,12.76
941,Acsa,Low,Small,7,3,9,63,0,NA,NA,NA,NA,8.38,NA,1.5,0.05,8.12,6.51
943,Acru,Low,Small,2,3,3,21,0,NA,NA,NA,NA,2.99,NA,0,-0.1,6.77,5.58
944,Acne,Low,Small,10,3,NA,63,1,NA,NA,NA,NA,NA,NA,0,-0.09,6.54,6.75
952,Acsa,Low,Small,6,3,9,63,0,0,100,0,0.22,NA,9.31,1.61,-0.08,6.93,6.06
956,Acru,Low,Small,3,3,6,42,0,NA,NA,NA,NA,3.95,NA,0,-0.32,6.49,3.23
957,Acsa,Low,Small,6,3,NA,63,1,NA,NA,NA,NA,NA,NA,0.91,-0.16,5.86,7.62
962,Acru,Low,Small,1,3,9,63,1,NA,NA,NA,NA,2.75,NA,1.61,-0.08,6.93,6.06
972,Acru,Low,Small,3,3,3,21,0,0,100,0,0.15,NA,10.65,0.57,0.14,10.04,12.13
976,Acne,Low,Small,10,3,3,21,0,NA,NA,NA,NA,6.67,NA,0,0.09,8.67,2.18
985,Acru,Low,Small,1,3,9,63,0,0,100,0,0.1,NA,6,0,-0.27,6.48,10.92
991,Acne,Low,Small,9,3,9,63,0,0,100,0,0.07,NA,9.95,0,-0.32,5.13,9.79
995,Acne,Low,Small,11,3,3,21,0,1,100,0,0.22,NA,6.99,0,-0.18,5.23,8.53
998,Acru,Low,Small,2,3,NA,24,1,NA,NA,NA,NA,NA,NA,0,0.2,9.99,11.49
1001,Acne,Low,Small,10,3,6,42,0,NA,NA,NA,NA,6.28,NA,0.36,-0.18,3.59,8.62
1013,Acru,Low,Small,2,3,3,21,0,0,100,0,0.13,NA,9.39,0.57,0.14,10.04,12.13
1015,Acru,Low,Small,1,3,NA,24,1,NA,NA,NA,NA,NA,NA,1.61,-0.08,6.93,6.06
1024,Acne,Low,Small,9,3,NA,63,1,NA,NA,NA,NA,NA,NA,0,-0.28,6.67,6.56
1025,Acsa,Low,Small,7,3,6,42,0,NA,NA,NA,NA,4.15,NA,1.97,0.09,7.94,10.39
1026,Acsa,Low,Small,5,3,9,63,0,0,100,0,0.32,NA,10.36,21.79,0.24,13.49,7.82
1044,Acne,Low,Small,11,3,6,42,0,0,100,0,-0.03,NA,6.81,0.82,0.02,7.04,10.21
1046,Acru,Low,Small,2,3,6,42,0,NA,NA,NA,NA,2.61,NA,4.92,0.25,12.16,13.29
1047,Acsa,Low,Small,7,3,NA,29,1,NA,NA,NA,NA,NA,NA,3.52,0.01,7.9,7.11
1053,Acsa,Low,Small,6,3,NA,63,1,NA,NA,NA,NA,NA,NA,0.57,0.14,10.04,12.13
1065,Acru,Low,Small,3,3,6,42,0,0,100,0,0.18,NA,8.69,0,-0.08,5.8,9.85
1068,Acsa,Low,Small,7,3,3,21,0,0,100,0,0.21,NA,16.39,0.33,-0.18,6.2,6.44
1073,Acru,Low,Small,1,3,3,21,0,NA,NA,NA,NA,3.15,NA,1.5,0.05,8.12,6.51
1077,Acsa,Low,Small,7,3,6,42,0,0,100,0,0.34,NA,10.16,1.49,0.15,10.1,5.37
1078,Acru,Low,Small,1,3,6,42,0,NA,NA,NA,NA,NA,NA,0,0.22,10.25,12.26
1081,Acne,Low,Small,11,3,9,63,0,0,100,0,0.09,NA,5.99,13.99,0.22,12.3,7.37
1083,Acsa,Low,Small,6,3,3,21,0,0,100,0,0.23,NA,13.14,1.5,0.05,8.12,6.51
1094,Acru,Low,Small,3,3,9,63,1,1,100,1,-0.05,NA,8.87,1.61,-0.08,6.93,6.06
1099,Acru,Low,Small,3,3,NA,51,1,NA,NA,NA,NA,NA,NA,1.86,0.09,8.06,10.5
1100,Acsa,Low,Small,6,3,6,42,0,NA,NA,NA,NA,12.68,NA,0,0.31,9.97,9.65
1101,Acsa,Low,Small,6,3,9,63,0,NA,NA,NA,NA,6.2,NA,1.5,0.05,8.12,6.51
1109,Acru,Low,Small,2,3,9,63,1,NA,NA,NA,NA,4.86,NA,0.36,-0.18,4.49,8.62
1120,Acne,Low,Small,10,3,9,63,0,NA,NA,NA,NA,5.75,NA,3.07,0.04,7.97,7.49
1123,Acne,Low,Small,9,3,3,21,0,NA,NA,NA,NA,8.35,NA,1.61,-0.08,6.93,6.06
1124,Acne,Low,Small,10,3,NA,25,1,NA,NA,NA,NA,NA,NA,1.47,-0.11,6.11,7.78
1129,Acne,Low,Small,10,3,3,21,0,0,100,0,0.09,NA,5.72,1.61,0.06,8.23,6.61
1130,Acru,Low,Small,2,3,NA,39,1,NA,NA,NA,NA,NA,NA,0.57,0.14,10.04,12.13
1143,Acne,Low,Small,11,3,NA,22,1,NA,NA,NA,NA,NA,NA,0,-0.12,6.66,6.53
1146,Acne,Low,Small,9,3,6,42,0,NA,NA,NA,NA,4.05,NA,0,-0.06,6.68,4.03
1147,Acsa,Low,Small,7,3,9,63,0,3,100,0,0.44,NA,14.4,0.65,0.19,10.46,12.31
1156,Acru,Low,Small,1,3,9,63,0,NA,NA,NA,NA,4.32,NA,0,0.17,9.27,10.48
1164,Acru,Low,Small,2,3,NA,27,1,NA,NA,NA,NA,NA,NA,1.61,-0.08,6.93,6.06
1171,Acru,Low,Small,1,3,NA,21,1,NA,NA,NA,NA,NA,NA,0,0.16,10.34,13.24
1177,Acsa,Low,Small,6,3,NA,35,1,NA,NA,NA,NA,NA,NA,1.61,-0.08,6.93,6.06
1178,Acne,Low,Small,9,3,9,63,0,NA,NA,NA,NA,3.15,NA,0,-0.08,6.66,7.67
1181,Acsa,Low,Small,5,3,9,63,0,NA,NA,NA,NA,5.63,NA,0.57,0.14,10.04,12.13
1197,Acsa,Low,Small,7,3,NA,63,1,NA,NA,NA,NA,NA,NA,1.61,-0.08,6.93,6.06
1199,Acsa,Low,Small,5,3,NA,35,1,NA,NA,NA,NA,NA,NA,0.57,0.14,10.04,12.13
1212,Acsa,High,Small,6,4,3,21,0,NA,NA,NA,NA,13.63,NA,0,0.15,9.68,4.86
1215,Acru,High,Small,1,4,3,21,0,NA,NA,NA,NA,6.56,NA,9.95,0.44,14.25,13.49
1222,Acru,High,Small,1,4,6,42,0,NA,NA,NA,NA,11.5,NA,18.41,0.34,12.96,7.06
1224,Acne,High,Small,11,4,6,42,0,0,100,0,0.2,NA,5.45,1,0.03,8.02,9.22
1228,Acru,High,Small,3,4,3,21,0,0,100,0,0.24,NA,13.44,0,-0.13,8.08,12.75
1234,Acsa,High,Small,7,4,3,21,0,0,100,0,0.05,NA,9.44,1.17,0.05,8.45,11.54
1235,Acsa,High,Small,6,4,3,21,0,0,100,0,0.45,NA,11.28,13.95,0.37,13.75,8.67
1237,Acsa,High,Small,7,4,6,42,0,7,100,0,0.34,NA,11.28,0,0.5,14.36,15.7
1243,Acne,High,Small,9,4,3,21,0,NA,NA,NA,NA,13.29,NA,5.7,0.37,13.07,13.48
1247,Acne,High,Small,9,4,6,42,0,NA,NA,NA,NA,12.3,NA,0,0.13,9.43,12.39
1253,Acru,High,Small,1,4,9,63,0,NA,NA,NA,NA,11.2,NA,0,0.11,8.24,8.47
1257,Acne,High,Small,11,4,9,63,0,0,100,0,0.4,NA,5.73,0,0.12,8.96,8.34
1269,Acne,High,Small,9,4,9,63,0,NA,NA,NA,NA,10.57,NA,0,0.35,12.34,16.07
1274,Acne,High,Small,10,4,9,63,0,NA,NA,NA,NA,11,NA,11.18,0.29,12.35,8.65
1280,Acsa,High,Small,7,4,6,42,0,NA,NA,NA,NA,12.64,NA,3.22,0.23,11.1,13.1
1281,Acne,High,Small,9,4,NA,30,1,NA,NA,NA,NA,NA,NA,0,0.15,9.8,11.1
1288,Acru,High,Small,2,4,3,21,0,NA,NA,NA,NA,11.55,NA,0,0.4,12.22,7.2
1292,Acne,High,Small,11,4,NA,63,1,NA,NA,NA,NA,NA,NA,1.42,0.12,9.83,7.75
1299,Acru,High,Small,1,4,NA,29,1,NA,NA,NA,NA,NA,NA,0,0.27,11.12,9.86
1300,Acne,High,Small,9,4,3,21,0,0,100,0,0.02,NA,5.1,1.2,0.14,10.1,5.72
1305,Acru,High,Small,1,4,3,21,0,0,100,0,0.08,NA,11.08,0.06,0.26,10.36,11.71
1306,Acru,High,Small,2,4,3,21,0,0,100,0,-0.01,NA,8.28,0,0.11,9.35,5.29
1310,Acru,High,Small,3,4,6,42,0,0,100,0,-0.04,NA,9.49,10.81,0.29,12.31,8.54
1311,Acne,High,Small,9,4,6,42,0,9,100,0,0.3,NA,7.2,5.78,0.39,13.17,12.91
1316,Acru,High,Small,1,4,9,63,0,0,100,0,-0.04,NA,12.32,2.8,0.25,11.29,13.07
1321,Acru,High,Small,3,4,6,42,0,NA,NA,NA,NA,10.52,NA,18.41,0.34,12.96,7.06
1322,Acru,High,Small,2,4,6,42,0,1,100,1,0.18,NA,11.51,0.06,0.26,10.36,11.71
